App Name,Refined_Features
Morse,"description: A Morse code utility that lets users enter characters or Morse symbols, see immediate visual feedback, copy or favorite entries, and play encoded audio within the package rocks.poopjournal.morse.

feature-1: Manual Morse symbol entry with an input mode toggle and real-time visual feedback.
sub-feature 1-1: When the user taps the switch control identified by the resource-id ""rocks.poopjournal.morse:id/switchId"", the app toggles the active input mode or enables Morse entry with a visible UI change; tapping the dot button ""rocks.poopjournal.morse:id/input_dot"" three times registers and displays three dots in sequence, then tapping the dash button ""rocks.poopjournal.morse:id/input_dash"" twice appends two dashes, resulting in the combined pattern ""...--"" shown in the current Morse buffer, with each tap reflected immediately on-screen.

feature-2: Text entry for encoding or decoding with clipboard copy and favorites management.
sub-feature 2-1: Tapping the editable field ""rocks.poopjournal.morse:id/input"" focuses it, entering the text ""100"" populates this field, pressing the copy control ""rocks.poopjournal.morse:id/copyText"" copies the current content (the typed text and/or its Morse translation) to the clipboard with confirmation feedback, and tapping the favorite control ""rocks.poopjournal.morse:id/star"" toggles saving the current entry as a favorite for quick access.
sub-feature 2-2: The user taps the input field ""rocks.poopjournal.morse:id/input"" to focus it and types the digit ""5"", after which the same field updates to display ""5"".

feature-3: Audio playback of Morse-encoded sequences from typed input.
sub-feature 3-1: After tapping the text input ""rocks.poopjournal.morse:id/input"" and setting its text to ""100"", pressing the playback button ""rocks.poopjournal.morse:id/playAudio"" encodes the characters into Morse and starts audio playback, producing tones for “.---- ----- -----” in order with appropriate symbol and character spacing."
Network_Tools_Library,"description: An Android network utility that provides diagnostic tools including port scanning, subnet discovery, ping testing, Wake-on-LAN operations, and quick access to its GitHub repository.

feature 1: Perform port scanning to identify open services on a target host.
sub-feature 1-1: When the app is open under the package ""com.stealthcotper.networktools,"" tapping the Port Scan control identified by the resource-id ""com.stealthcotper.networktools:id/portScanButton"" engages the port scanning workflow by navigating to the Port Scan interface or initiating a scan, confirming that the port scan functionality is active via this specific UI element.

feature 2: Send Wake-on-LAN requests and display their outcomes.
sub-feature 2-1: Tapping the WAKE-ON-LAN control with resource-id ""com.stealthcotper.networktools:id/wolButton"" and text ""WAKE-ON-LAN"" initiates a Wake-on-LAN request and surfaces success or error feedback in the results area, and interacting with the results display ""com.stealthcotper.networktools:id/resultText"" focuses or exposes the generated status message for review.

feature 3: Provide an in-app pathway to the project’s GitHub repository.
sub-feature 3-1: Tapping the GitHub action item identified by ""com.stealthcotper.networktools:id/action_github"" within the package ""com.stealthcotper.networktools"" triggers navigation to the corresponding GitHub page, typically by launching a browser or in-app web view, confirming that the external link action works as intended.

feature 4: Scan the local subnet to discover devices and present their details.
sub-feature 4-1: Tapping the subnet scan control ""com.stealthcotper.networktools:id/subnetDevicesButton"" starts a subnet discovery process that populates on-screen results, and tapping the results display ""com.stealthcotper.networktools:id/resultText"" focuses the output so the user can view and interact with the discovered device details as expected.

feature 5: Run ping tests to verify network connectivity and update status interactively.
sub-feature 5-1: Tapping the Ping action ""com.stealthcotper.networktools:id/pingButton"" initiates a ping operation and displays progress/results in the interface, and a subsequent tap on the same control toggles stopping or re-running the ping while updating the on-screen status accordingly."
NextcloudServices,"description: An app for configuring and authenticating a Nextcloud-based service and managing its connectivity permissions.  
feature 1: Configure server credentials and choose the authentication method for the Nextcloud service.  
sub-feature 1-1: Tapping the setting labeled ""Nextcloud address"" identified by resource-id ""android:id/title"" opens an input dialog where entering ""kk.com"" in the field ""android:id/edit"" and confirming with the button ""android:id/button1"" (text ""OK"") saves the server address and dismisses the dialog; similarly, tapping the ""Password"" item identified by resource-id ""android:id/title"" and text ""Password"", typing ""kk"" in ""android:id/edit"", and confirming via ""android:id/button1"" persists the password; after credentials are configured, tapping the list item area with resource-id ""android:id/title"" reveals authentication choices, selecting ""Login"" with resource-id ""android:id/title"" initiates the direct login flow, tapping the same generic title ""android:id/title"" returns to the options, and selecting ""Log in via Nextcloud app"" with resource-id ""android:id/title"" hands off authentication to the Nextcloud app.  
feature 2: Enable or disable the service and set whether it may use data on roaming or metered networks.  
sub-feature 2-1: Tapping the main switch identified by resource-id ""android:id/switch_widget"" toggles the service state between enabled and disabled; tapping the row ""Allow roaming"" identified by resource-id ""android:id/title"" toggles permission to use data while roaming; tapping the row ""Allow metered networks"" identified by resource-id ""android:id/title"" toggles use of metered connections; finally, tapping the preference ""Enable service"" identified by resource-id ""android:id/title"" also toggles the same on/off state, mirroring the switch so interactions with either control stay synchronized."
Oscilloscope,"description: An audio signal analyzer that provides oscilloscope and spectrum visualizations with controls for capture mode, brightness, input channel selection, and storage management.

feature-1: Provide oscilloscope-style waveform visualization with capture and display controls.
sub-feature 1-1: Tapping the scope control identified by resource-id ""org.billthefarmer.scope:id/scope"" brings the scope view into focus or toggles it active for interaction; tapping the single-capture control ""org.billthefarmer.scope:id/single"" enables single acquisition mode to capture one sweep and hold the result; tapping the brightness control ""org.billthefarmer.scope:id/bright"" adjusts or cycles the trace intensity to improve waveform visibility.

feature-2: Offer switchable analysis modes and configurable audio input channels.
sub-feature 2-1: Tapping the app bar control with content-desc ""Navigate up"" opens the navigation panel to choose modes, selecting the item ""android:id/title"" with text ""Oscilloscope"" sets the oscilloscope view, reopening via ""Navigate up"" and choosing ""android:id/title"" with text ""Spectrum"" switches to the spectrum analyzer, using the system Back action returns to the previous context, and pressing the overflow button ""More options"" to choose ""android:id/title"" with text ""Left"" or ""Right"" sets the active audio input channel accordingly.

feature-3: Manage storage settings and perform data clearing.
sub-feature 3-1: Pressing the overflow menu with content-desc ""More options"" and selecting ""android:id/title"" with text ""Storage"" opens the storage configuration interface for reviewing or changing where data is stored, then returning to the main view and choosing ""More options"" followed by ""android:id/title"" with text ""Clear"" executes the clear operation to reset or remove current stored/visible data."
PianOli,"description: A full-screen interactive app that presents a primary touch surface and correctly handles Android screen-pinning lifecycle to resume normal interaction.  
feature 1: Provide a responsive full-screen touch surface that remains usable after exiting screen pinning.  
sub-feature 1-1: When the user dismisses screen pinning by tapping the system control identified by the resource-id com.android.systemui:id/screen_pinning_cancel_button, the app returns to normal mode and subsequent taps on the primary content area identified by class android.widget.FrameLayout (within package com.nicobrailo.pianoli) register interactions on the main UI surface, with repeated presses targeting the same FrameLayout confirming responsiveness.

description: An app that allows users to quickly toggle and configure Private DNS settings on Android 9.0 and above via a quick settings tile.  
feature 1: Toggle Private DNS settings directly from the quick settings shade without opening full system settings.  
sub-feature 1-1: Enable or disable Private DNS by tapping the Private DNS quick settings tile on Android 9.0+ devices, immediately switching the system’s Private DNS state.  
sub-feature 1-2: Configure Private DNS from the tile (for example via long-press or tile secondary action) on Android 9.0 and above, allowing the user to choose modes such as Off, Automatic, or a specific provider hostname.  
feature 2: Offer simplified, streamlined access to Private DNS management to reduce navigation overhead.  
sub-feature 2-1: Provide a dedicated quick tile that surfaces Private DNS controls directly in the notification shade, enabling rapid management without navigating through Settings menus."
PrivacyBreacher,"description: A privacy utility app that lets users monitor physical and phone activity and inspect detailed device information, guiding actions with confirmation prompts and supporting reliable system Back navigation.

feature 1: Start and confirm physical activity monitoring through a dedicated entry point with a clear confirmation step and safe return via system Back.
sub-feature 1-1: When the user taps the PHYSICAL ACTIVITY MONITOR button (resource-id ""io.nandandesai.privacybreacher:id/physicalMonitorButton"", text ""PHYSICAL ACTIVITY MONITOR""), a confirmation dialog appears with an OK action (resource-id ""android:id/button1"", text ""OK""); selecting OK proceeds with the physical activity monitoring flow, and invoking the system Back action navigates to the previous screen within the ""io.nandandesai.privacybreacher"" app.

feature 2: Initiate phone activity monitoring with an explicit confirmation step and consistent Back navigation to restore the prior interface state.
sub-feature 2-1: When the user taps the PHONE ACTIVITY MONITOR entry point (resource-id ""io.nandandesai.privacybreacher:id/phoneMonitorButton"", text ""PHONE ACTIVITY MONITOR""), a confirmation prompt appears and pressing OK (resource-id ""android:id/button1"", text ""OK"") activates the monitoring screen or process; afterward, using system Back exits the confirmation or monitoring view and returns to the previous screen.

feature 3: View device information by opening the Phone Info section and inspecting specific properties.
sub-feature 3-1: When the user taps the Phone Info control (resource-id ""io.nandandesai.privacybreacher:id/phoneInfoButton""), the app opens a list of device properties where tapping the item with text ""Product"" shows the device’s product identifier and tapping the item with text ""Model"" shows the device’s model value; pressing system Back returns to the previous screen after review."
RandomixDecisionMaker,"description: An all-in-one randomization toolkit that lets users create and spin a roulette picker, shake a Magic Ball with custom answers and history, roll dice, flip a coin, and switch generator modes (including letters), with quick access to recent results.

feature-1: Provide a roulette picker where users can enter options and spin to randomly choose one.
sub-feature 1-1: When the initial overlay is dismissed by tapping ""com.minar.randomix:id/done"", the user types ""1"" into ""com.minar.randomix:id/textOptionRoulette"" and taps ""com.minar.randomix:id/insertButton"" to add it, repeats the same steps to add ""2"" and ""3"", and then taps the spin control ""com.minar.randomix:id/buttonSpinRoulette"" to animate the wheel and display one randomly selected result from the entered options.

feature-2: Offer a Magic Ball that supports recent results and a customizable pool of answers.
sub-feature 2-1: After dismissing the overlay via ""com.minar.randomix:id/done"", the user navigates to Magic Ball by tapping the bottom navigation label ""com.minar.randomix:id/navigation_bar_item_small_label_view"" with text ""Magic Ball"", opens recent results via ""com.minar.randomix:id/magicBallRecentButton"", adds custom answers by entering ""hi"" and then ""hello"" into ""com.minar.randomix:id/customAnswerTextLayout"" and confirming with ""com.minar.randomix:id/text_input_end_icon"", returns with Back, enables the custom pool by toggling ""com.minar.randomix:id/customAnswerSwitch"" with text ""Use custom answers"", goes back to the main Magic Ball view, and taps ""com.minar.randomix:id/magicBallButtonAnimation"" to play the animation and display a random answer constrained to the newly added custom entries while updating ""com.minar.randomix:id/magicBallRecentButton"" history.

feature-3: Include a dice-rolling module with animated rolls and random outcomes.
sub-feature 3-1: After tapping ""com.minar.randomix:id/done"" to reveal the main interface, the user selects the bottom navigation item labeled ""com.minar.randomix:id/navigation_bar_item_small_label_view"" with text ""Dice"" to open the Dice section and then presses the dice control ""com.minar.randomix:id/diceButtonAnimation1"" to trigger the roll animation and produce a new random result.

feature-4: Enable viewing recent activity and switching generator modes such as letters and roulette.
sub-feature 4-1: The user confirms via ""com.minar.randomix:id/done"", opens the recent items view with ""com.minar.randomix:id/recentButton"", switches to the letters generator by tapping ""com.minar.randomix:id/lettersChip"", navigates back using the Android system Back within the com.minar.randomix package, and finally initiates a roulette spin by tapping ""com.minar.randomix:id/buttonSpinRoulette"" to animate and display a random outcome.

feature-5: Provide a coin-flipping tool with an animated flip and randomized result.
sub-feature 5-1: After dismissing the initial prompt with ""com.minar.randomix:id/done"", the user opens the Coin feature by selecting the bottom navigation label ""com.minar.randomix:id/navigation_bar_item_small_label_view"" with text ""Coin"" and initiates the flip by tapping the animated coin control ""com.minar.randomix:id/coinButtonAnimation"" to display a randomized outcome on the Coin screen."
SMS_to_URL_Forwarder,"description: An app that lets users create and manage rules to forward incoming SMS from specific phone numbers to designated webhook URLs for processing.  
feature-1: Add and configure an SMS-to-webhook forwarding rule through a guided entry dialog and apply it immediately.  
sub-feature 1-1: When the user taps the add button identified by resource-id tech.bogomolov.incomingsmsgateway:id/btn_add, an entry form appears; the phone field tech.bogomolov.incomingsmsgateway:id/input_phone is focused and populated by entering “1”, the URL field tech.bogomolov.incomingsmsgateway:id/input_url is filled with “https://example.com”, and pressing the confirm action android:id/button3 submits and saves the new phone-to-URL mapping."
Semitone,"description: A musical instrument utility that provides a tuner with configurable A4 calibration, a metronome with adjustable tempo, and a piano mode within the mn.tck.semitone app.

feature 1: Tune instruments using a main tuner screen with a configurable A4 reference pitch.
sub-feature 1-1: When the user taps the tuner entry labeled ""TUNER"" (android.widget.TextView), the tuner view becomes active; tapping the settings control (resource-id ""mn.tck.semitone:id/settings"") opens settings, selecting ""A4 pitch"" (resource-id ""android:id/title"", text ""A4 pitch"") shows a calibration prompt with a custom input field, entering ""440"" into ""mn.tck.semitone:id/custom"" and confirming via the positive button ""android:id/button1"" applies the new A4 reference and closes the prompt, returning to the prior view with the updated pitch in effect.

feature 2: Practice rhythm with a metronome that supports tempo adjustment and start/stop control.
sub-feature 2-1: Tapping the METRONOME entry (android.widget.TextView, text ""METRONOME"") opens the metronome interface; tapping the increment control twice (resource-id ""mn.tck.semitone:id/plus"") increases BPM accordingly; starting playback via the start control (resource-id ""mn.tck.semitone:id/start"") updates its label to ""STOP"" while retaining the same resource-id to indicate running, and tapping ""STOP"" again stops the metronome.

feature 3: Select instruments and activate a dedicated piano mode.
sub-feature 3-1: When the piano option is presented, tapping the element labeled ""PIANO"" (android.widget.TextView, text ""PIANO"") selects it, and then tapping the control with resource-id ""mn.tck.semitone:id/piano"" confirms the selection and opens the piano feature, transitioning the interface into the piano view or state."
Signal_Generator,"description: An audio signal generator for Android that lets users produce test tones with selectable waveforms, adjustable duty cycle and level, fine-tuning controls, exact frequency entry with bookmarking, and convenient navigation and sleep control.  
feature 1: Configure and control signal generation parameters including waveform, duty cycle, fine adjustments, level, and muting.  
sub-feature 1-1: When the user taps the custom duty-cycle control identified by resource-id ""org.billthefarmer.siggen:id/custom"" with text ""50%"", a 50% custom duty-cycle option is activated; interacting with the duty control ""org.billthefarmer.siggen:id/duty"" adjusts or focuses the duty-cycle setting, engaging fine adjustment via ""org.billthefarmer.siggen:id/fine"" enables precise tuning, tapping the level control ""org.billthefarmer.siggen:id/level"" brings up or focuses output level adjustment, selecting the waveform control ""org.billthefarmer.siggen:id/square"" switches the generator to a square wave, and pressing the mute control ""org.billthefarmer.siggen:id/mute"" silences the audio output, confirming that the signal can be configured and then muted within the session.  
feature 2: Navigate the interface and access in-app help content.  
sub-feature 2-1: In the standard Android UI within the package ""org.billthefarmer.siggen"", tapping the toolbar Up control with content-desc ""Navigate up"" moves to the parent screen where additional options are accessible, and selecting the Help entry identified by resource-id ""android:id/title"" with text ""Help"" opens the Help view so the corresponding guidance is visible.  
feature 3: Enter an exact output frequency and bookmark it for future use.  
sub-feature 3-1: Tapping the exact-frequency control ""org.billthefarmer.siggen:id/exact"" opens an input field ""org.billthefarmer.siggen:id/text"" with the prompt ""Enter frequency"", the user inputs the value 100 and confirms by tapping the ""OK"" button ""android:id/button1"", applying the precise frequency, and then taps the bookmarking control ""org.billthefarmer.siggen:id/bookmark"" to save the currently selected frequency.  
feature 4: Toggle the app’s screen sleep/keep-awake behavior.  
sub-feature 4-1: Tapping the sleep control identified by resource-id ""org.billthefarmer.siggen:id/sleep"" toggles the sleep option, and the interface immediately updates the visual state of that control to indicate whether sleep is enabled or disabled."
SimpleTextEditor,"description: A lightweight plain text editor that lets users enter characters via on-screen controls, invoke edit actions, search within documents, save files, and share content through the Android share sheet.

feature-1: Compose and manage text directly in the editor using on-screen character keys and the Edit menu actions.
sub-feature 1-1: Tapping the on-screen buttons with content-desc ""a"", then ""b"", then ""c"" inserts a, then b, then c at the cursor in the active editor, producing ""abc"" with each tap immediately inserting the corresponding character.
sub-feature 1-2: After tapping the character controls ""a"" and ""b"" to input text, pressing the toolbar Edit action with resource-id ""com.maxistar.textpad:id/action_edit"" opens the edit options panel; selecting the first item (class ""android.widget.LinearLayout"", index ""0"") runs its function, and reopening Edit to choose the next item (class ""android.widget.LinearLayout"", index ""1"") triggers the second function, confirming sequential execution via indexed options.

feature-2: Share the current note’s plain text via the system share sheet.
sub-feature 2-1: Tapping the ""a"" control to enter text, opening the overflow menu via the button with content-desc ""More options"", and choosing the Share command (menu item class ""android.widget.LinearLayout"", index ""4"") presents Android’s share sheet showing a content preview in ""android:id/content_preview_text"" with text ""a"" and quick actions including ""Copy"" (""android:id/chooser_copy_button"") and ""Nearby"" (""android:id/chooser_nearby_button"").

feature-3: Invoke individual edit actions from the Edit menu during text entry.
sub-feature 3-1: After inserting characters by tapping controls ""a"" and ""b"", pressing the Edit action (resource-id ""com.maxistar.textpad:id/action_edit"") opens the edit options and selecting the first item (class ""android.widget.LinearLayout"", index ""0"") applies the corresponding edit function to the document.

feature-4: Save documents and track unsaved changes.
sub-feature 4-1: Tapping the ""a"" key twice marks the document as modified, showing the title ""newfile.txt*"" to indicate unsaved changes; opening ""More options"" and picking the Save command (menu item class ""android.widget.LinearLayout"", index ""2"") invokes the save flow where pressing the ""SAVE"" button (""android:id/button1"") commits the file and the title updates to ""newfile.txt"" without the asterisk.

feature-5: Search within the document.
sub-feature 5-1: After entering characters by tapping ""a"", ""b"", and ""c"", selecting the search action (resource-id ""com.maxistar.textpad:id/menu_document_search"") reveals the search UI; tapping the search field (""android:id/search_src_text"") focuses it and then tapping the ""b"" control inputs b into the query to initiate or refine in-document search."
Skewy,"description: An app for managing alarm-driven functionality with play mode controls, graph visualization, frequency/sensitivity configuration, and menu-driven operations, while correctly handling Android runtime permissions and confirmation dialogs.

feature 1: Provides play mode and feature toggles with built-in handling for runtime permission prompts and confirmation dialogs.
sub-feature 1-1: When the user taps the play control identified by the resource-id ""hans.b.skewy1_0:id/switch_play"", the play state toggles; enabling another feature by clicking the switch specified by class ""android.widget.Switch"" with index ""4"" triggers a system permission prompt where granting foreground access is completed by pressing the button ""com.android.permissioncontroller:id/permission_allow_foreground_only_button"" with text ""While using the app"" to apply the permission and dismiss the dialog; then toggling an additional switch identified by class ""android.widget.Switch"" with index ""6"" presents a confirmation dialog that is finalized by tapping the positive button ""android:id/button1"" with text ""OK"", which applies the change and closes the dialog.

feature 2: Enables users to view and manage alarms, inspect associated graphs, and configure detection sensitivity within dedicated ALARMS and FREQUENCY tabs.
sub-feature 2-1: Tapping the ALARMS tab labeled ""ALARMS"" on an android.widget.TextView focuses the alarms view, where tapping the graph button ""hans.b.skewy1_0:id/image_view_view_graph"" displays the corresponding graph and tapping the delete button ""hans.b.skewy1_0:id/image_view_delete"" deletes the current item; the user then switches to the FREQUENCY tab labeled ""FREQUENCY"" and selects the radio button ""hans.b.skewy1_0:id/radio_button_sensitivity_high"" with text ""High"" to set sensitivity to High.

feature 3: Supports executing actions from the Android overflow menu and confirming them through standard dialogs to ensure changes are applied.
sub-feature 3-1: Tapping the overflow icon with content description ""More options"" opens a menu where selecting the entry represented by android.widget.LinearLayout with index ""3"" prompts a confirmation dialog that is confirmed by tapping ""android:id/button1"" with text ""OK""; the user then reopens the overflow menu, selects another entry represented by index ""1"", proceeds to a subsequent selection represented by index ""2"", and finalizes the action by again confirming with the ""OK"" button ""android:id/button1"" with text ""OK""."
SlideshowWallpaper,"description: An app that sets a slideshow as a live wallpaper by letting users add images, configure playback behavior (ordering, timing, and display), preview the animated wallpaper, and apply it through the system wallpaper picker.

feature 1: Manage slideshow images used by the live wallpaper.
sub-feature 1-1: Add an image to the slideshow from the system file picker. When the user taps the Images row identified by resource-id android:id/title with text Images, the image management screen opens; tapping the add button identified by resource-id io.github.doubi88.slideshowwallpaper:id/add_button launches the system picker in com.google.android.documentsui, where selecting an item is completed by tapping the large icon identified by resource-id com.google.android.documentsui:id/icon_mime_lg (or the list container with class android.widget.LinearLayout) and then returning via the in-app navigation control with class android.widget.ImageButton, which adds the chosen image to the app’s list.

feature 2: Configure how the slideshow plays, including ordering, interval, and display behavior.
sub-feature 2-1: Set random ordering, a 30-second interval, and enable scrolling with home screens. The user taps the Ordering option identified by resource-id android:id/title with text Ordering and chooses the list item with resource-id android:id/text1 and text Random; then taps the Time between images option identified by resource-id android:id/title with text Time between images and selects the list item with resource-id android:id/text1 and text 30 sec; finally opens Display via the row with resource-id android:id/title and text Display and enables Scroll with home screens by selecting the item identified by resource-id android:id/text1 with text Scroll with home screens, navigating back as needed using the in-app control with class android.widget.ImageButton.

feature 3: Preview the live wallpaper and apply it to the device.
sub-feature 3-1: Preview and set the slideshow wallpaper on the Home screen. After navigating to the preview option using the app’s back/up control with class android.widget.ImageButton, the user taps the Preview entry identified by resource-id android:id/title with text Preview to open the live wallpaper preview; pressing the Set wallpaper button identified by resource-id com.android.wallpaper.livepicker:id/preview_attribution_pane_set_wallpaper_button with text Set wallpaper shows placement options, and choosing Home screen by tapping the list item with resource-id android:id/text1 and text Home screen applies the slideshow wallpaper to the home screen."
SocksTun,"description: An Android VPN/SOCKS tunneling client that establishes a system VPN session and lets users configure SOCKS proxy settings, credentials, DNS, routing modes (global and per‑app), IP protocol options, and start/stop the service.
feature 1: Configure and interact with SOCKS proxy settings within the app.
sub-feature 1-1: When the Android VPN permission dialog from package ""com.android.vpndialogs"" appears, tapping the confirmation button identified by resource-id ""android:id/button1"" with text ""OK"" grants permission; in the app ""hev.sockstun"", focusing the SOCKS port input ""hev.sockstun:id/socks_port"" (initially showing ""1080""), entering ""1079"" replaces the value, and tapping the same field again keeps focus to confirm it is active and ready for further editing.
feature 2: Manage routing behavior between global mode and per-app configuration.
sub-feature 2-1: After authorizing the VPN via the system dialog by tapping ""OK"" (""android:id/button1""), tapping the Global control ""hev.sockstun:id/global"" toggles the global routing state and tapping it again confirms the toggle, then opening the per‑app configuration via ""hev.sockstun:id/apps"" shows app-specific routing rules and using Back returns to the previous screen.
feature 3: Configure remote DNS and control the tunneling service lifecycle.
sub-feature 3-1: Upon confirming the VPN permission dialog by tapping ""android:id/button1"" with text ""OK"", opening DNS settings via ""hev.sockstun:id/remote_dns"", focusing the IPv4 field ""hev.sockstun:id/dns_ipv4"" and entering ""8.8.8.4"" sets the remote DNS; pressing the control ""hev.sockstun:id/control"" with text ""Enable"" starts the service (label changes to ""Disable"") and tapping it again stops the service (label reverts).
feature 4: Set and persist SOCKS authentication for the tunnel.
sub-feature 4-1: Once VPN permission is granted by tapping ""OK"" on the system dialog (""android:id/button1""), entering the username ""kk"" into ""hev.sockstun:id/socks_user"" and the password ""kk"" into ""hev.sockstun:id/socks_pass"", then tapping the save control ""hev.sockstun:id/save"" stores the credentials and applies them to the tunnel configuration.
feature 5: Toggle IP protocol options for connectivity.
sub-feature 5-1: After accepting the VPN prompt by pressing ""OK"" on ""com.android.vpndialogs"" (""android:id/button1""), tapping the IPv4 option ""hev.sockstun:id/ipv4"" toggles IPv4 connectivity and tapping the IPv6 option ""hev.sockstun:id/ipv6"" toggles IPv6 connectivity, updating the app’s configuration."
SshDaemon,"description: An Android SSH management app that integrates with system Settings to prepare device prerequisites, lets users configure SSH daemon credentials with optional read-only mode, generates credentials or configuration, and manages key-based authentication for secure access.
feature 1: Integrates with Android Settings to adjust related system preferences required for SSH functionality and return cleanly to the app.
sub-feature 1-1: Within the Android Settings app (package com.android.settings), tapping the settings entry title identified by resource-id ""android:id/title"" opens its detail screen where the switch control ""android:id/switch_widget"" can be tapped to visibly toggle the setting on or off, after which pressing the system Back action twice navigates up through the previous screens and exits the Settings view to return to the prior context.
feature 2: Enables credential-based SSH setup, including username/password entry, read-only mode control, and generation of credentials or configuration.
sub-feature 2-1: Back in the SSH app (package com.daemon.ssh), entering ""kk"" into the username field with resource-id ""com.daemon.ssh:id/user_layout"" and ""0000"" into the password field with resource-id ""com.daemon.ssh:id/password_layout"" populates those inputs (password typically masked), then tapping the read-only toggle ""com.daemon.ssh:id/readonly_switch"" flips its state to reflect enabling or disabling read-only mode, and pressing the generate control ""com.daemon.ssh:id/generate"" initiates the generation process and displays a clear on-screen result or confirmation that credentials or configuration were produced successfully.
feature 3: Provides key-based authentication management with safeguards for system prompts and smooth transitions from Settings back to secure SSH options.
sub-feature 3-1: If a screen pinning prompt appears within Settings, tapping the cancel control ""com.android.systemui:id/screen_pinning_cancel_button"" dismisses it so normal navigation can proceed, then selecting a settings entry by tapping its title ""android:id/title"" opens the corresponding detail screen where toggling the switch ""android:id/switch_widget"" changes the setting’s state; pressing Back twice returns to the previous context, after which switching to the SSH app and tapping the key-based authentication option ""com.daemon.ssh:id/key_based_authentication"" opens or toggles the key-based authentication feature for secure SSH access."
TimeLapseCam,"description: A time-lapse camera app that records normal and time-lapse MP4 videos, provides start/stop capture controls, and offers configuration for timing, safeguards, playback, scheduling, resolution, camera selection, and project titling.

feature 1: Provide selectable recording modes and straightforward start/stop controls for normal and time‑lapse MP4 capture.
sub-feature 1-1: After granting runtime permissions by tapping the system dialog’s Allow button identified by resource-id ""android:id/button1"" with text ""Allow"", the user opens the mode picker by tapping the settings entry identified by resource-id ""android:id/title"" with text ""Recording Mode"", selects ""Normal Video (MP4)"" from the list item identified by resource-id ""android:id/text1"", starts recording by pressing the control identified by resource-id ""org.woheller69.TimeLapseCam:id/action_start"", and stops with ""org.woheller69.TimeLapseCam:id/action_stop""; to switch to time‑lapse, the user taps ""Recording Mode"" again, chooses ""Time Lapsed Video (MP4)"" identified by resource-id ""android:id/text1"", then uses the same start and stop controls to initiate and end time‑lapse recording.

feature 2: Configure capture timing via dialogs that use a seekbar to adjust camera initialization and trigger delays.
sub-feature 2-1: When the permission dialog appears, tapping the Allow button identified by resource-id ""android:id/button1"" with text ""Allow"" grants access, after which tapping the preference identified by resource-id ""android:id/title"" with text ""Camera init delay"" opens a dialog where the delay is adjusted on the seekbar identified by resource-id ""org.woheller69.TimeLapseCam:id/dialog_seekbar_preference_control"" and confirmed with the ""OK"" button identified by resource-id ""android:id/button1"" with text ""OK""; the user then taps the ""Camera trigger delay"" preference identified by resource-id ""android:id/title"" with text ""Camera trigger delay"", adjusts the same seekbar control, and presses ""OK"" again to save the trigger delay.

feature 3: Manage power and storage safeguards that protect recording sessions, alongside start/stop capture actions.
sub-feature 3-1: After granting permissions by tapping the system Allow button identified by resource-id ""android:id/button1"" with text ""Allow"", the user accesses the ""Low Battery"" safeguard by tapping the preference identified by resource-id ""android:id/title"" with text ""Low Battery"" and toggles its enabled state via the checkbox identified by resource-id ""android:id/checkbox"", then opens ""Low Storage Space"" by tapping the preference identified by resource-id ""android:id/title"" with text ""Low Storage Space"" to review its options; once safeguards are configured, recording is started with the action control identified by resource-id ""org.woheller69.TimeLapseCam:id/action_start"" and later stopped with ""org.woheller69.TimeLapseCam:id/action_stop"", returning the app to idle.

feature 4: Set capture parameters such as resolution and active camera, and assign a project title prior to recording.
sub-feature 4-1: After approving runtime permissions via the system button identified by resource-id ""android:id/button1"" with text ""Allow"", the user taps ""Frame Size"" in the settings list identified by resource-id ""android:id/title"" with text ""Frame Size"" and selects ""640x480 (4:3)"" from the option identified by resource-id ""android:id/text1"", then taps ""Select Camera"" identified by resource-id ""android:id/title"" with text ""Select Camera"" and chooses ""Camera 1 (front)"" from the item identified by resource-id ""android:id/text1""; following a navigation tap on a generic title element identified by resource-id ""android:id/title"", the user opens ""Project Title"" via the item identified by resource-id ""android:id/title"" with text ""Project Title"", enters ""kk"" in the input field identified by resource-id ""android:id/edit"", and confirms with the ""OK"" button identified by resource-id ""android:id/button1"" with text ""OK"" to save and display the title.

feature 5: Adjust playback frame rate and schedule future recordings using a date picker.
sub-feature 5-1: Upon granting permissions by tapping the Allow button identified by resource-id ""android:id/button1"" with text ""Allow"", the user opens ""Playback Frame Rate"" via the setting identified by resource-id ""android:id/title"" with text ""Playback Frame Rate"" and selects ""15 fps"" from the option identified by resource-id ""android:id/text1""; to schedule a recording, the user taps ""Schedule Recording"" identified by resource-id ""android:id/title"" with text ""Schedule Recording"", selects the date whose content-desc is ""07 August 2025"", and confirms by pressing the ""OK"" button identified by resource-id ""android:id/button1"" with text ""OK"" to save the schedule."
